Year,Series,Province,County,Municipality,Units,GeoCode,Value
2019,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.6
2023,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2017,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.6
2021,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2020,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2011,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2015,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.8
2010,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.0
2018,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.6
2022,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2013,EU_SDG_02_40,,,Berriatua,PT,Berriatua,0.6
2012,EU_SDG_02_40,,,Berriatua,PT,Berriatua,1.1
2015,EU_SDG_02_40,,,Berriz,PT,Berriz,0.2
2010,EU_SDG_02_40,,,Berriz,PT,Berriz,0.4
2014,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2019,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2018,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2013,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2011,EU_SDG_02_40,,,Berriz,PT,Berriz,0.4
2012,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2016,EU_SDG_02_40,,,Berriz,PT,Berriz,0.2
2020,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2022,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2017,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2023,EU_SDG_02_40,,,Berriz,PT,Berriz,2.0
2021,EU_SDG_02_40,,,Berriz,PT,Berriz,0.3
2013,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.7
2019,EU_SDG_02_40,,,Berrobi,PT,Berrobi,6.3
2010,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.5
2012,EU_SDG_02_40,,,Berrobi,PT,Berrobi,4.7
2018,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.4
2015,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.9
2022,EU_SDG_02_40,,,Berrobi,PT,Berrobi,8.0
2017,EU_SDG_02_40,,,Berrobi,PT,Berrobi,4.9
2014,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.8
2021,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.0
2016,EU_SDG_02_40,,,Berrobi,PT,Berrobi,6.6
2023,EU_SDG_02_40,,,Berrobi,PT,Berrobi,8.1
2020,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.8
2011,EU_SDG_02_40,,,Berrobi,PT,Berrobi,5.6
2022,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,11.0
2023,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,14.0
2013,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2021,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,7.1
2017,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2010,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2018,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2016,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2012,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2011,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2020,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,9.2
2014,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2019,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2015,EU_SDG_02_40,,,Bidania-Goiatz,PT,Bidania-Goiatz,0.0
2023,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.0
2012,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2018,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.5
2010,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2021,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.0
2019,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.6
2015,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2017,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.5
2014,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2016,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.5
2020,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.0
2022,EU_SDG_02_40,,,Bilbao,PT,Bilbao,1.0
2011,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2013,EU_SDG_02_40,,,Bilbao,PT,Bilbao,0.0
2015,EU_SDG_02_40,,,Busturia,PT,Busturia,5.0
2011,EU_SDG_02_40,,,Busturia,PT,Busturia,2.2
2017,EU_SDG_02_40,,,Busturia,PT,Busturia,5.6
2018,EU_SDG_02_40,,,Busturia,PT,Busturia,5.8
2013,EU_SDG_02_40,,,Busturia,PT,Busturia,5.1
2023,EU_SDG_02_40,,,Busturia,PT,Busturia,5.8
2014,EU_SDG_02_40,,,Busturia,PT,Busturia,4.5
2021,EU_SDG_02_40,,,Busturia,PT,Busturia,5.8
2019,EU_SDG_02_40,,,Busturia,PT,Busturia,5.5
2010,EU_SDG_02_40,,,Busturia,PT,Busturia,2.1
2012,EU_SDG_02_40,,,Busturia,PT,Busturia,4.5
2016,EU_SDG_02_40,,,Busturia,PT,Busturia,5.7
2020,EU_SDG_02_40,,,Busturia,PT,Busturia,5.6
2022,EU_SDG_02_40,,,Busturia,PT,Busturia,5.8
2022,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,8.8
2021,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,4.9
2018,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,3.4
2011,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,1.4
2014,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,2.4
2020,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,4.8
2023,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,9.0
2017,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,3.3
2019,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,4.8
2010,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,0.3
2013,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,2.3
2016,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,3.2
2015,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,2.3
2012,EU_SDG_02_40,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,2.2
2020,EU_SDG_02_40,,,Deba,PT,Deba,6.2
2018,EU_SDG_02_40,,,Deba,PT,Deba,3.3
2012,EU_SDG_02_40,,,Deba,PT,Deba,3.8
2013,EU_SDG_02_40,,,Deba,PT,Deba,3.1
2017,EU_SDG_02_40,,,Deba,PT,Deba,3.1
2022,EU_SDG_02_40,,,Deba,PT,Deba,7.0
2019,EU_SDG_02_40,,,Deba,PT,Deba,6.1
2011,EU_SDG_02_40,,,Deba,PT,Deba,3.8
2015,EU_SDG_02_40,,,Deba,PT,Deba,5.3
2021,EU_SDG_02_40,,,Deba,PT,Deba,7.0
2023,EU_SDG_02_40,,,Deba,PT,Deba,7.1
2010,EU_SDG_02_40,,,Deba,PT,Deba,3.7
2014,EU_SDG_02_40,,,Deba,PT,Deba,2.9
2016,EU_SDG_02_40,,,Deba,PT,Deba,6.6
2023,EU_SDG_02_40,,,Derio,PT,Derio,4.3
2021,EU_SDG_02_40,,,Derio,PT,Derio,4.5
2018,EU_SDG_02_40,,,Derio,PT,Derio,7.4
2016,EU_SDG_02_40,,,Derio,PT,Derio,7.4
2010,EU_SDG_02_40,,,Derio,PT,Derio,0.0
2012,EU_SDG_02_40,,,Derio,PT,Derio,0.0
2013,EU_SDG_02_40,,,Derio,PT,Derio,0.0
2019,EU_SDG_02_40,,,Derio,PT,Derio,8.5
2014,EU_SDG_02_40,,,Derio,PT,Derio,0.0
2017,EU_SDG_02_40,,,Derio,PT,Derio,7.4
2020,EU_SDG_02_40,,,Derio,PT,Derio,4.5
2015,EU_SDG_02_40,,,Derio,PT,Derio,3.7
2011,EU_SDG_02_40,,,Derio,PT,Derio,0.0
2022,EU_SDG_02_40,,,Derio,PT,Derio,4.4
2014,EU_SDG_02_40,,,Dima,PT,Dima,0.2
2013,EU_SDG_02_40,,,Dima,PT,Dima,0.2
2021,EU_SDG_02_40,,,Dima,PT,Dima,1.0
2023,EU_SDG_02_40,,,Dima,PT,Dima,2.2
2020,EU_SDG_02_40,,,Dima,PT,Dima,0.4
2016,EU_SDG_02_40,,,Dima,PT,Dima,0.3
2012,EU_SDG_02_40,,,Dima,PT,Dima,0.2
2017,EU_SDG_02_40,,,Dima,PT,Dima,0.3
2011,EU_SDG_02_40,,,Dima,PT,Dima,0.2
2019,EU_SDG_02_40,,,Dima,PT,Dima,0.4
2010,EU_SDG_02_40,,,Dima,PT,Dima,0.3
2018,EU_SDG_02_40,,,Dima,PT,Dima,0.3
2022,EU_SDG_02_40,,,Dima,PT,Dima,2.4
2015,EU_SDG_02_40,,,Dima,PT,Dima,0.2
2017,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.9
2021,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,1.5
2019,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,1.4
2011,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.8
2010,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.9
2012,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.8
2016,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.9
2020,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,1.6
2022,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,2.8
2014,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.8
2018,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.9
2023,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,2.8
2015,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.9
2013,EU_SDG_02_40,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,1.1
2016,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2019,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2017,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2011,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2021,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2014,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2020,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2022,EU_SDG_02_40,,,Durango,PT,Durango,5.9
2023,EU_SDG_02_40,,,Durango,PT,Durango,5.9
2018,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2013,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2015,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2010,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2012,EU_SDG_02_40,,,Durango,PT,Durango,0.0
2013,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2023,EU_SDG_02_40,,,Ea,PT,Ea,15.7
2015,EU_SDG_02_40,,,Ea,PT,Ea,1.3
2011,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2010,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2018,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2019,EU_SDG_02_40,,,Ea,PT,Ea,1.3
2017,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2021,EU_SDG_02_40,,,Ea,PT,Ea,14.8
2012,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2014,EU_SDG_02_40,,,Ea,PT,Ea,1.1
2016,EU_SDG_02_40,,,Ea,PT,Ea,0.7
2020,EU_SDG_02_40,,,Ea,PT,Ea,15.2
2022,EU_SDG_02_40,,,Ea,PT,Ea,15.7
2021,EU_SDG_02_40,,,Eibar,PT,Eibar,17.2
2018,EU_SDG_02_40,,,Eibar,PT,Eibar,5.5
2017,EU_SDG_02_40,,,Eibar,PT,Eibar,5.7
2016,EU_SDG_02_40,,,Eibar,PT,Eibar,4.0
2022,EU_SDG_02_40,,,Eibar,PT,Eibar,17.1
2012,EU_SDG_02_40,,,Eibar,PT,Eibar,3.4
2015,EU_SDG_02_40,,,Eibar,PT,Eibar,5.7
2023,EU_SDG_02_40,,,Eibar,PT,Eibar,22.3
2010,EU_SDG_02_40,,,Eibar,PT,Eibar,3.4
2011,EU_SDG_02_40,,,Eibar,PT,Eibar,3.4
2014,EU_SDG_02_40,,,Eibar,PT,Eibar,5.0
2020,EU_SDG_02_40,,,Eibar,PT,Eibar,14.5
2013,EU_SDG_02_40,,,Eibar,PT,Eibar,3.4
2019,EU_SDG_02_40,,,Eibar,PT,Eibar,10.7
2011,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2017,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2013,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2021,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2012,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2016,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2020,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2019,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2014,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2015,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2018,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2010,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2023,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2022,EU_SDG_02_40,,,Elantxobe,PT,Elantxobe,0.0
2014,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.5
2012,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.3
2011,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,2.2
2021,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,2.1
2015,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.3
2019,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,2.2
2017,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,2.0
2013,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.9
2016,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.8
2010,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.6
2018,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,1.9
2022,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,3.1
2020,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,2.1
2023,EU_SDG_02_40,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,3.1
2019,EU_SDG_02_40,,,Elciego,PT,Elciego,17.7
2021,EU_SDG_02_40,,,Elciego,PT,Elciego,21.7
2010,EU_SDG_02_40,,,Elciego,PT,Elciego,0.0
2011,EU_SDG_02_40,,,Elciego,PT,Elciego,0.0
2014,EU_SDG_02_40,,,Elciego,PT,Elciego,0.5
2013,EU_SDG_02_40,,,Elciego,PT,Elciego,8.3
2016,EU_SDG_02_40,,,Elciego,PT,Elciego,1.1
2018,EU_SDG_02_40,,,Elciego,PT,Elciego,14.1
2023,EU_SDG_02_40,,,Elciego,PT,Elciego,23.1
2020,EU_SDG_02_40,,,Elciego,PT,Elciego,17.8
2015,EU_SDG_02_40,,,Elciego,PT,Elciego,0.5
2017,EU_SDG_02_40,,,Elciego,PT,Elciego,1.1
2022,EU_SDG_02_40,,,Elciego,PT,Elciego,23.1
2012,EU_SDG_02_40,,,Elciego,PT,Elciego,19.9
2018,EU_SDG_02_40,,,Elduain,PT,Elduain,0.6
2017,EU_SDG_02_40,,,Elduain,PT,Elduain,0.5
2015,EU_SDG_02_40,,,Elduain,PT,Elduain,0.3
2010,EU_SDG_02_40,,,Elduain,PT,Elduain,0.0
2022,EU_SDG_02_40,,,Elduain,PT,Elduain,0.8
2019,EU_SDG_02_40,,,Elduain,PT,Elduain,0.7
2012,EU_SDG_02_40,,,Elduain,PT,Elduain,0.0
2020,EU_SDG_02_40,,,Elduain,PT,Elduain,0.7
2011,EU_SDG_02_40,,,Elduain,PT,Elduain,0.0
2023,EU_SDG_02_40,,,Elduain,PT,Elduain,0.8
2014,EU_SDG_02_40,,,Elduain,PT,Elduain,0.3
2013,EU_SDG_02_40,,,Elduain,PT,Elduain,0.0
2016,EU_SDG_02_40,,,Elduain,PT,Elduain,0.5
2021,EU_SDG_02_40,,,Elduain,PT,Elduain,0.7
2014,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2018,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2019,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2020,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2023,EU_SDG_02_40,,,Elgeta,PT,Elgeta,3.7
2011,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2017,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2012,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2013,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2022,EU_SDG_02_40,,,Elgeta,PT,Elgeta,1.8
2015,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2016,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2010,EU_SDG_02_40,,,Elgeta,PT,Elgeta,0.0
2021,EU_SDG_02_40,,,Elgeta,PT,Elgeta,1.8
2021,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,4.7
2014,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,0.8
2018,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,2.0
2022,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,4.8
2012,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,1.4
2023,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,4.8
2011,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,1.4
2019,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,4.7
2015,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,0.8
2010,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,1.4
2020,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,3.8
2016,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,1.9
2017,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,1.9
2013,EU_SDG_02_40,,,Elgoibar,PT,Elgoibar,0.7
2018,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.4
2010,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2015,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2021,EU_SDG_02_40,,,Elorrio,PT,Elorrio,18.3
2011,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2012,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2017,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.2
2013,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2019,EU_SDG_02_40,,,Elorrio,PT,Elorrio,3.4
2023,EU_SDG_02_40,,,Elorrio,PT,Elorrio,24.4
2014,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.1
2016,EU_SDG_02_40,,,Elorrio,PT,Elorrio,0.2
2020,EU_SDG_02_40,,,Elorrio,PT,Elorrio,3.6
2022,EU_SDG_02_40,,,Elorrio,PT,Elorrio,24.0
2012,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,1.7
2011,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,0.2
2016,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,2.6
2015,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,2.4
2020,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,3.6
2023,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,5.7
2022,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,4.0
2010,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,0.2
2019,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,3.1
2014,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,1.7
2017,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,2.7
2018,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,2.7
2013,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,1.7
2021,EU_SDG_02_40,,,Elvillar/Bilar,PT,Elvillar/Bilar,3.8
2014,EU_SDG_02_40,,,Erandio,PT,Erandio,0.1
2020,EU_SDG_02_40,,,Erandio,PT,Erandio,7.9
2016,EU_SDG_02_40,,,Erandio,PT,Erandio,0.5
2013,EU_SDG_02_40,,,Erandio,PT,Erandio,0.1
2023,EU_SDG_02_40,,,Erandio,PT,Erandio,11.6
2019,EU_SDG_02_40,,,Erandio,PT,Erandio,7.8
2010,EU_SDG_02_40,,,Erandio,PT,Erandio,0.1
2018,EU_SDG_02_40,,,Erandio,PT,Erandio,0.6
2015,EU_SDG_02_40,,,Erandio,PT,Erandio,0.3
2011,EU_SDG_02_40,,,Erandio,PT,Erandio,0.1
2017,EU_SDG_02_40,,,Erandio,PT,Erandio,0.5
2022,EU_SDG_02_40,,,Erandio,PT,Erandio,11.6
2012,EU_SDG_02_40,,,Erandio,PT,Erandio,0.1
2021,EU_SDG_02_40,,,Erandio,PT,Erandio,9.2
2021,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2013,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2014,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2017,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2023,EU_SDG_02_40,,,Ereño,PT,Ereño,133.1
2015,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2011,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2010,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2012,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2016,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2018,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2020,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2022,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2019,EU_SDG_02_40,,,Ereño,PT,Ereño,0.0
2013,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2018,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2017,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2010,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2015,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2021,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2019,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2011,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2012,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2016,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2020,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2022,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2023,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2014,EU_SDG_02_40,,,Ermua,PT,Ermua,0.0
2021,EU_SDG_02_40,,,Errenteria,PT,Errenteria,2.8
2019,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.5
2013,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2011,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.0
2023,EU_SDG_02_40,,,Errenteria,PT,Errenteria,3.2
2010,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.0
2012,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2016,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2018,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2020,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.9
2014,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2022,EU_SDG_02_40,,,Errenteria,PT,Errenteria,3.2
2015,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2017,EU_SDG_02_40,,,Errenteria,PT,Errenteria,0.3
2011,EU_SDG_02_40,,,Errezil,PT,Errezil,0.6
2019,EU_SDG_02_40,,,Errezil,PT,Errezil,3.5
2015,EU_SDG_02_40,,,Errezil,PT,Errezil,2.8
2021,EU_SDG_02_40,,,Errezil,PT,Errezil,5.1
2012,EU_SDG_02_40,,,Errezil,PT,Errezil,0.6
2016,EU_SDG_02_40,,,Errezil,PT,Errezil,2.9
2020,EU_SDG_02_40,,,Errezil,PT,Errezil,3.9
2023,EU_SDG_02_40,,,Errezil,PT,Errezil,7.8
2013,EU_SDG_02_40,,,Errezil,PT,Errezil,1.3
2017,EU_SDG_02_40,,,Errezil,PT,Errezil,2.7
2022,EU_SDG_02_40,,,Errezil,PT,Errezil,5.0
2018,EU_SDG_02_40,,,Errezil,PT,Errezil,2.9
2014,EU_SDG_02_40,,,Errezil,PT,Errezil,1.5
2010,EU_SDG_02_40,,,Errezil,PT,Errezil,0.6
2020,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,8.6
2015,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,4.0
2012,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,0.2
2019,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,8.0
2010,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,0.0
2021,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,8.9
2011,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,0.2
2023,EU_SDG_02_40,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,10.4
